quote_number,revision_number,status,created,due_date,sent_date,expired_date,expired,rfq_number,priority,private_notes,authenticated_pdf_quote_url
7000,0,expired,2025-01-29T18:46:56.293402+00:00,2025-02-12T18:00:00+00:00,2025-02-06T15:14:57.409933+00:00,2025-03-31T12:00:00+00:00,True,399969,2,"G:\Applied Materials\20250129 - 399969

Yet to know the exact EAU.
Kindly provide the quote for the tier pricing 1x, 2x, 3x 5x ,10x.......",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/584ff26c-2dc1-48da-8e1f-ee8f77a4a865/Quote7000.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=RcQ28wHyy7aw%2FoitD%2BCkEDt0VMc%3D&Expires=1750372226
7001,0,expired,2025-01-29T18:51:26.415898+00:00,2025-02-12T18:00:00+00:00,2025-02-06T15:20:52.633362+00:00,2025-03-31T12:00:00+00:00,True,399976,2,"G:\Applied Materials\20250129 - 399976

QTY/EAU requested",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/3a09ca1f-4479-4529-98cd-4b5cbaa44f79/Quote7001.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=qXXDvSr6hCx%2FuGxqWUeoDqSueKE%3D&Expires=1750372226
7002,0,expired,2025-01-29T18:58:41.512965+00:00,2025-02-05T18:00:00+00:00,2025-02-06T15:16:41.420479+00:00,2025-03-31T12:00:00+00:00,True,AMT0021-26687,9,"G:\Benchmark Precision Technologies\20241104 - PRICING 0010-96625 (0250-20001)

Last quote expired",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/d9003bfd-7e3d-4283-aac2-2afe371a6642/Quote7002.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=pUAEgCk3zEp1jpp2CwRCv%2FYsZYk%3D&Expires=1750372226
7003,0,expired,2025-01-29T19:08:57.301388+00:00,2025-02-12T18:00:00+00:00,2025-01-29T19:47:57.109962+00:00,2025-02-28T19:08:57.289981+00:00,True,AA25017,9,"G:\Ducommun  ( also part of LABARGE )\20240416 - AA24056
G:\Ducommun\20210202 - AA20318R4",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/076604be-87da-4468-bbb4-3a5e94b05061/Quote7003.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=31N7Jn2Gv4RULMLE6RWeD59kTy8%3D&Expires=1750372226
7004,0,accepted,2025-01-29T19:23:08.753951+00:00,2025-01-31T18:00:00+00:00,2025-02-04T15:29:54.993514+00:00,2025-03-15T12:00:00+00:00,True,399406,2,"G:\Applied Materials\20250129 - 399406

EAU is x18.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/669dcf61-d7ae-45fb-a725-74d092096670/Quote7004.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=USpMc4RRnS9etm9Wglwvmvln%2BoQ%3D&Expires=1750372226
7005,0,expired,2025-01-29T19:27:55.972212+00:00,2025-01-31T18:00:00+00:00,2025-03-10T20:53:16.176445+00:00,2025-04-30T12:00:00+00:00,True,400059,9,"G:\Applied Materials\20250129 - 400059

*Last quoted in 2020, I think the files may have been updated",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/2a452b38-7530-4348-9c25-7e3d0929c324/Quote7005.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=UcTFu%2BTRR%2BGwHiBozuN8Q1wUm8o%3D&Expires=1750372227
7006,0,expired,2025-01-29T19:47:27.543311+00:00,2025-02-05T18:00:00+00:00,2025-02-04T15:27:28.526151+00:00,2025-03-15T12:00:00+00:00,True,341B25100PF1130-201,10,G:\Boeing\20250129 - 341B25100PF1130-201,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/9d34c406-5add-4048-b8e8-7060ca0a337c/Quote7006.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=X4qXJjxKfGoPDTA%2B22v2dXh0XzY%3D&Expires=1750372226
7007,0,expired,2025-01-30T16:51:41.084291+00:00,2025-02-24T18:00:00+00:00,2025-02-04T15:27:10.067568+00:00,2025-03-15T12:00:00+00:00,True,BID0028529,10,"G:\Bell Helicopter\20250128 - BID0028529

Request information for 1 pc. Please advise if there is a minimum order requirement.

No quote submitted into portal on 02/04/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/b98cf0b3-9b42-422c-9b99-368e71c0f214/Quote7007.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=nOGwfiVEAiF53Ew92Jd8ZsaZr%2Bg%3D&Expires=1750372231
7008,0,expired,2025-01-30T16:56:38.303698+00:00,2025-02-13T18:00:00+00:00,2025-02-12T17:19:08.794945+00:00,2025-03-01T16:56:38.287072+00:00,True,BID0028603,2,"G:\Bell Helicopter\20250129 - BID0028603

1E46-3 Sensor RTD parker hannifin.

No bid entered into S2B portal on 02/14/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/9bf4ee05-50da-4674-af4f-cc1b965a3d44/Quote7008.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=xg3BttoeTM08aUgdZ2DlBZDzhQU%3D&Expires=1750372230
7009,0,expired,2025-01-30T16:59:47.500425+00:00,2025-02-12T18:00:00+00:00,2025-02-12T16:31:02.559285+00:00,2025-03-01T16:59:47.484735+00:00,True,BID0028612,2,"G:\Bell Helicopter\20250129 - BID0028612

Qty 40 (at least 20 ASAP)
2 pieces of PN 512-030-431-067 per month beginning 03.20.25

Quote entered into S2B portal on 02/14/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/33a6abd8-4a3e-4070-a1c0-9883e48b50c6/Quote7009.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=7Q56s3EtU2365lVU7LcX5OIDLEE%3D&Expires=1750372230
